"","Ticker","Owner","Relationship","Date","Transaction","Cost","NumShares","ValueDollar","NumSharesTotal","SECForm4"
"7211","COIN","HAAS ALESIA J","Chief Financial Officer",18731,"Option Exercise",6.79,255500,1735688,255500,NA
"7212","COIN","HAAS ALESIA J","Chief Financial Officer",18731,"Sale",388.73,255500,99320789,0,NA
"7213","COIN","Ehrsam Frederick Ernest III","Director",18732,"Sale",334.75,60997,20418669,2350375,NA
"7214","COIN","Ehrsam Frederick Ernest III","Director",18731,"Sale",377.24,150859,56909399,2472383,NA
"7215","COIN","Choi Emilie","President",18731,"Sale",400.14,248719,99521919,39969,NA
"7216","COIN","Choi Emilie","President",18731,"Sale",422.52,50529,21349742,74155,NA
"7217","COIN","Choi Emilie","President",18731,"Option Exercise",17.63,551629,9727700,591598,NA
"7218","COIN","Choi Emilie","President",18731,"Sale",326.51,302910,98903790,288688,NA
"7219","COIN","Chatterjee Surojit","Chief Product Officer",18731,"Option Exercise",18.71,160000,2993600,165344,NA
"7220","COIN","Chatterjee Surojit","Chief Product Officer",18731,"Sale",386.78,160000,61885000,5344,NA
"7221","COIN","Armstrong Brian","Chairman and CEO",18731,"Sale",389.1,749999,291827966,300001,NA
"7222","COIN","Andreessen Marc L","Director",18731,"Sale",381,294775,112309275,103075,NA
"7223","COIN","AH Equity Partners III (Parall","10% Owner",18731,"Sale",381,294775,112309275,103075,NA
"7224","COIN","Andreessen Horowitz LSV Fund I","10% Owner",18731,"Sale",381,294775,112309275,103075,NA
"7225","GIII","BROSIG THOMAS","Director",18729,"Sale",31.35,8188,256694,29548,NA
"7226","ZEN","Gomez Elena","Chief Financial Officer",18732,"Option Exercise",23.44,4000,93760,11165,NA
"7227","ZEN","Gomez Elena","Chief Financial Officer",18732,"Sale",150,6500,975000,4665,NA
"7228","ZEN","Gennaro Norman","President of Sales",18732,"Option Exercise",58.35,4000,233410,33068,NA
"7229","ZEN","Gennaro Norman","President of Sales",18732,"Sale",150,5000,750000,28068,NA
"7230","CVNA","GARCIA ERNEST C. II","10% Owner",18731,"Sale",279.1,17772,4960190,0,NA
"7231","CVNA","GARCIA ERNEST C. II","10% Owner",18731,"Sale",274.99,32228,8862253,0,NA
"7232","ZEN","Svane Mikkel","Chair and CEO",18732,"Option Exercise",9.52,43875,417690,882565,NA
"7233","ZEN","Svane Mikkel","Chair and CEO",18732,"Sale",149.85,43875,6574870,838690,NA
"7234","CORT","WILSON JAMES N","Director",18731,"Option Exercise",4.42,2e+05,884000,2e+05,NA
"7235","TARS","Vivo Capital IX, LLC","10% Owner",18731,"Sale",30.37,400,12148,3244635,NA
"7236","ADPT","LO FRANCIS","Chief People Officer",18732,"Option Exercise",7.8,2000,15600,22604,NA
"7237","ADPT","LO FRANCIS","Chief People Officer",18732,"Sale",43.04,2000,86080,20604,NA
"7238","ADPT","BALDO LANCE","Chief Medical Officer",18731,"Option Exercise",7.8,2000,15600,24894,NA
"7239","ADPT","BALDO LANCE","Chief Medical Officer",18731,"Sale",44.5,2000,89000,22894,NA
"7240","ADPT","GRIFFIN MICHELLE RENEE","Director",18731,"Option Exercise",7.8,4500,35100,6004,NA
"7241","ADPT","GRIFFIN MICHELLE RENEE","Director",18731,"Sale",43.41,4500,195345,1504,NA
"7242","OCSL","TANNENBAUM LEONARD M","10% Owner",18731,"Sale",6.6,52000,343434,22368295,NA
"7243","OCSL","TANNENBAUM LEONARD M","10% Owner",18732,"Sale",6.6,2800,18489,22365495,NA
"7244","OCSL","TANNENBAUM LEONARD M","10% Owner",18733,"Sale",6.62,120000,794400,22245495,NA
"7245","HRTX","Christian Waage","Director",18732,"Sale",17.51,300,5254,4100,NA
"7246","NET","Zatlyn Michelle","President and COO",18731,"Sale",76.06,33350,2536745,0,NA
"7247","NET","Zatlyn Michelle","President and COO",18732,"Sale",77.65,33350,2589484,0,NA
"7248","NET","Zatlyn Michelle","President and COO",18733,"Sale",74.65,33350,2489538,0,NA
"7249","VFF","Ruffini Stephen C","Chief Financial Officer",18731,"Sale",11.6,70000,812000,449399,NA
"7250","WSM","Whalen Julie","EVP CHIEF FINANCIAL OFFICER",18732,"Sale",172.42,3000,517246,53110,NA
"7251","JNCE","Higgons John Duncan","Director",18732,"Sale",10,200,2000,9713,NA
"7252","WRAP","BARNES JAMES A","CFO, SECRETARY AND TREASURER",18733,"Option Exercise",1.5,7500,11250,85260,NA
"7253","WRAP","BARNES JAMES A","CFO, SECRETARY AND TREASURER",18733,"Sale",5.39,7500,40425,77760,NA
"7254","ACEL","Harmer Derek","Secretary",18733,"Sale",12,8000,96000,145958,NA
"7255","FSLY","Luongo Paul","General Counsel",18731,"Sale",75,6284,471300,255115,NA
"7256","PPG","Healey Melanie","Director",18731,"Option Exercise",0,1636,0,4165,NA
"7257","UUUU","Moore Curtis","VP Mktg & Corp. Development",18723,"Option Exercise",2.92,11063,32304,126963,NA
"7258","PPG","NOVO GUILLERMO","Director",18731,"Option Exercise",0,164,0,274,NA
"7259","PPG","Nally Michael","Director",18731,"Option Exercise",0,164,0,264,NA
"7260","PINS","Sharp Evan","Co-Founder & Chief Design & Cr",18731,"Sale",86.65,69198,5995807,0,NA
"7261","PPG","RICHENHAGEN MARTIN","Director",18731,"Option Exercise",0,1636,0,27129,NA
"7262","PPG","Smith Cathy R","Director",18731,"Option Exercise",0,1636,0,2939,NA
"7263","AMC","Goodman Sean D.","EVP & Chief Financial Officer",18733,"Sale",9.49,45404,430793,156705,NA
"7264","APLT","Perfetti Riccardo","Chief Medical Officer",18731,"Option Exercise",1.44,200,288,200,NA
"7265","APLT","Perfetti Riccardo","Chief Medical Officer",18731,"Sale",17.11,200,3422,0,NA
"7266","ICUI","LOPEZ GEORGE A","Director",18732,"Sale",208.02,14900,3099436,921943,NA
"7267","ICUI","LOPEZ GEORGE A","Director",18733,"Sale",210.48,10100,2125862,911843,NA
"7268","PGNY","Payson Norman","Director",18731,"Sale",49.57,5000,247833,365000,NA
"7269","PGNY","Payson Norman","Director",18732,"Sale",50.32,5000,251600,360000,NA
"7270","AMC","ELLIS DANIEL E","SVP Development & Internationa",18733,"Sale",9.48,10000,94830,81294,NA
"7271","MDLA","Carducci Elizabeth","Chief Revenue Officer",18732,"Sale",29.15,2497,72777,872035,NA
"7272","KTOS","MILLS THOMAS E IV","President, C5ISR Div.",18733,"Sale",27.72,8535,236610,32449,NA
"7273","KTOS","Lund Deanna H","EVP & CFO",18731,"Sale",28.02,9103,255057,277981,NA
"7274","SWAV","Zacharias Isaac","Chief Commercial Officer",18732,"Option Exercise",6.71,4000,26840,55050,NA
"7275","SWAV","Zacharias Isaac","Chief Commercial Officer",18732,"Sale",138.57,4000,554292,51050,NA
"7276","MDLA","Ottosson Mikael J","Chief Technology Officer & EVP",18732,"Sale",29.15,2255,65725,159181,NA
"7277","MEDP","Medpace Investors, LLC","10% Owner",18731,"Sale",180.48,3720,671386,6453482,NA
"7278","MEDP","Medpace Investors, LLC","10% Owner",18732,"Sale",186.65,31270,5836546,6422212,NA
"7279","MEDP","Medpace Investors, LLC","10% Owner",18733,"Sale",180.3,17528,3160298,6404684,NA
"7280","DOCU","Alhadeff Loren","Chief Revenue Officer",18732,"Option Exercise",0.97,40000,38800,145419,NA
"7281","KTOS","Carter David M","President, DRSS Division",18732,"Sale",27.92,5000,139602,60688,NA
"7282","ELF","Milsten Scott","",18733,"Option Exercise",1.84,18431,33913,195424,NA
"7283","ELF","Milsten Scott","",18733,"Sale",29.91,18431,551323,176993,NA
"7284","APLT","MARCUS JOEL S","Director",18731,"Option Exercise",7.62,98959,754237,98959,NA
"7285","ELF","AMIN TARANG","Chief Executive Officer",18732,"Sale",29.1,91142,2652524,2044244,NA
"7286","MDLA","Oulman Roxanne","CFO and EVP",18732,"Sale",29.15,12385,360972,514830,NA
"7287","MEDP","EWALD STEPHEN P","General Counsel & Corp. Secy.",18731,"Option Exercise",28.32,1200,33984,15054,NA
"7288","MEDP","EWALD STEPHEN P","General Counsel & Corp. Secy.",18732,"Option Exercise",28.32,3800,107616,17654,NA
"7289","MEDP","EWALD STEPHEN P","General Counsel & Corp. Secy.",18732,"Sale",185.18,3800,703684,13854,NA
"7290","MEDP","EWALD STEPHEN P","General Counsel & Corp. Secy.",18731,"Sale",180.67,1200,216804,13854,NA
"7291","FFIV","Locoh-Donou Francois","President, CEO & Director",18732,"Sale",211.28,1300,274664,70786,NA
"7292","FFIV","Pelzer Francis J.","EVP, Chief Financial Officer",18732,"Sale",211.28,600,126768,11489,NA
"7293","KTOS","Carrai Phillip D","President, STC Division",18732,"Sale",27.91,3500,97700,131619,NA
"7294","MEDP","GEIGER JESSE J","CFO & COO, Lab Operations",18731,"Option Exercise",28.32,3000,84960,9382,NA
"7295","MEDP","GEIGER JESSE J","CFO & COO, Lab Operations",18731,"Sale",180,3000,540000,6382,NA
"7296","MEDP","Troendle August J.","President & CEO",18731,"Sale",180.48,3720,671386,6453482,NA
"7297","MEDP","Troendle August J.","President & CEO",18732,"Sale",186.65,31270,5836546,6422212,NA
"7298","MEDP","Troendle August J.","President & CEO",18733,"Sale",180.3,17528,3160298,6404684,NA
"7299","DKNG","Park Jason","Chief Financial Officer",18731,"Option Exercise",4.7,21302,100119,285963,NA
"7300","NLTX","Walkey Carl","Senior Vice President",18731,"Sale",12.22,1800,21996,1361962,NA
"7301","VMW","POONEN SANJAY","COO, Customer Operations",18732,"Option Exercise",80.25,13384,1074066,316157,NA
"7302","VMW","POONEN SANJAY","COO, Customer Operations",18732,"Sale",160,13384,2141440,302773,NA
"7303","VMW","Brulard Jean Pierre","EVP, Worldwide Sales",18732,"Sale",160,1304,208640,88018,NA
"7304","TRUE","Thomas Charles C.","VP, Controller, PAO",18733,"Sale",4.73,551,2606,70525,NA
"7305","SNAP","Coles Joanna","Director",18731,"Sale",64.16,2201,141216,47604,NA
"7306","TRUE","Buce Robert","Director",18732,"Sale",4.84,12000,58118,164442,NA
"7307","LEVI","Eisenhardt Elizabeth H","10% Owner",18731,"Sale",27.34,82826,2264082,0,NA
"7308","LEVI","Eisenhardt Elizabeth H","10% Owner",18732,"Sale",27.48,74250,2040501,0,NA
"7309","LEVI","Eisenhardt Elizabeth H","10% Owner",18733,"Sale",28.45,20610,586258,0,NA
"7310","TRHC","Knowlton Calvin H","Chief Executive Officer",18731,"Option Exercise",15.16,738,11188,853360,NA
"7311","TRHC","Knowlton Calvin H","Chief Executive Officer",18731,"Option Exercise",15.16,738,11188,724908,NA
"7312","HLIT","Haltmayer Neven","SVP, Video R&D",18731,"Option Exercise",7.58,80000,606400,240789,NA
"7313","HLIT","Haltmayer Neven","SVP, Video R&D",18731,"Sale",9,80000,720000,160789,NA
"7314","TRHC","Knowlton Orsula V","President",18731,"Option Exercise",15.16,738,11188,729198,NA
"7315","TRHC","Knowlton Orsula V","President",18731,"Option Exercise",15.16,738,11188,849070,NA
"7316","RFIL","Holdsworth Mark Keith","Director",18731,"Buy",6.99,4700,32868,300089,NA
"7317","RFIL","Holdsworth Mark Keith","Director",18732,"Buy",7,14700,102891,314789,NA
"7318","SMAR","Barker Geoffrey T","Director",18731,"Sale",64.77,6750,437221,364349,NA
"7319","SMAR","Barker Geoffrey T","Director",18732,"Sale",65.14,6750,439663,357599,NA
"7320","ENSG","Wittekind Beverly B.","VP and General Counsel",18731,"Sale",90.76,8000,726080,46891,NA
"7321","PYPL","Alford Peggy","EVP, Global Sales",18732,"Option Exercise",0,21966,0,30251,NA
"7322","PYPL","Alford Peggy","EVP, Global Sales",18733,"Sale",270.33,4000,1081326,18990,NA
"7323","TENB","Yoran Amit","President, CEO and Chairman",18731,"Option Exercise",4.25,20000,85000,290573,NA
"7324","TENB","Yoran Amit","President, CEO and Chairman",18731,"Sale",39.93,37500,1497200,253073,NA
"7325","TENB","Yoran Amit","President, CEO and Chairman",18731,"Sale",39.93,22500,898463,493447,NA
"7326","NKTR","CHESS ROBERT","Director",18731,"Option Exercise",13.8,8000,110400,288573,NA
"7327","NKTR","CHESS ROBERT","Director",18731,"Sale",18.98,8000,151840,280573,NA
"7328","RPRX","Lloyd George W.","EVP, Investments & GC",18731,"Sale",42.13,69822,2941920,50000,NA
"7329","RNG","Williams R Neil","Director",18732,"Option Exercise",12.3,2389,29385,15467,NA
"7330","RNG","Williams R Neil","Director",18731,"Option Exercise",12.3,2388,29372,15466,NA
"7331","RNG","Williams R Neil","Director",18731,"Sale",321.33,2388,767340,13078,NA
"7332","RNG","Williams R Neil","Director",18732,"Sale",327.2,2389,781683,13078,NA
"7333","RPRX","Reddoch James F.","EVP, Research & Investments",18731,"Sale",42.1,55714,2345593,2e+05,NA
"7334","PANL","Pangaea One Acquisition Holdin","10% Owner",18731,"Sale",3,7557,22678,13320019,NA
"7335","PANL","Pangaea One Acquisition Holdin","10% Owner",18732,"Sale",3,34182,102481,13285837,NA
"7336","PANL","Pangaea One Acquisition Holdin","10% Owner",18733,"Sale",2.94,250000,735630,13035837,NA
"7337","ROKU","Wood Anthony J.","CEO and Chairman BOD",18732,"Sale",385.6,25000,9639878,25000,NA
"7338","ANGO","Trowbridge Stephen A","EVP and CFO",18732,"Option Exercise",14.07,13625,191704,73371,NA
"7339","KFS","Fitzgerald John Taylor Maloney","President and CEO",18732,"Buy",4.66,447,2082,1939637,NA
"7340","AMG","Horgen Jay C.","President and CEO",18732,"Option Exercise",122.4,41131,5034434,188677,NA
"7341","IMH","RHP Trust, dated May 31, 2011","10% Owner",18729,"Buy",1.94,25000,48580,3425000,NA
"7342","IMH","RHP Trust, dated May 31, 2011","10% Owner",18730,"Buy",1.94,31512,61143,3456512,NA
"7343","IMH","RHP Trust, dated May 31, 2011","10% Owner",18731,"Buy",1.95,12970,25292,3469482,NA
"7344","IMH","RHP Trust, dated May 31, 2011","10% Owner",18732,"Buy",1.95,111226,216602,3580708,NA
"7345","IMH","RHP Trust, dated May 31, 2011","10% Owner",18733,"Buy",1.97,19292,38100,3600000,NA
"7346","IMH","PICKUP RICHARD H.","10% Owner",18729,"Buy",1.94,25000,48580,3425000,NA
"7347","IMH","PICKUP RICHARD H.","10% Owner",18730,"Buy",1.94,31512,61143,3456512,NA
"7348","IMH","PICKUP RICHARD H.","10% Owner",18731,"Buy",1.95,12970,25292,3469482,NA
"7349","IMH","PICKUP RICHARD H.","10% Owner",18732,"Buy",1.95,111226,216602,3580708,NA
"7350","IMH","PICKUP RICHARD H.","10% Owner",18733,"Buy",1.97,19292,38100,3600000,NA
"7351","MGNI","TROE LISA L","Director",18732,"Sale",40.07,3000,120210,79772,NA
"7352","MU","Zinsner David","SVP & Chief Financial Officer",18732,"Option Exercise",44.21,8050,355890,132974,NA
"7353","MU","Zinsner David","SVP & Chief Financial Officer",18732,"Sale",90.15,8050,725691,124924,NA
"7354","IDT","MASON JOYCE J","EVP and Corporate Secretary",18732,"Sale",22.5,2100,47250,33581,NA
"7355","IDT","MASON JOYCE J","EVP and Corporate Secretary",18732,"Sale",22.87,1035,23669,10000,NA
"7356","SYNH","Meggs Jason M.","Chief Financial Officer",18732,"Sale",84,6000,504000,60701,NA
"7357","RPM","GROSS THOMAS","Director",18732,"Sale",90.59,1887,170951,5016,NA
"7358","SYNH","KEEFE MICHELLE","Pres., Commercial Solutions",18732,"Sale",82,2736,224352,43895,NA
"7359","SONO","Spence Patrick","Chief Executive Officer",18732,"Option Exercise",4.38,98844,432442,283878,NA
"7360","SONO","Spence Patrick","Chief Executive Officer",18732,"Sale",43.31,65237,2825551,218641,NA
"7361","GES","Bolla Gianluca","Director",18731,"Sale",27,2963,80001,87905,NA
"7362","GRTS","Yelensky Roman","See Remarks",18694,"Option Exercise",0.76,50724,38500,183948,NA
"7363","INO","BENITO SIMON X","Director",18733,"Option Exercise",3.56,2000,7120,53650,NA
"7364","INO","BENITO SIMON X","Director",18733,"Sale",8.75,2000,17500,51650,NA
"7365","CRVL","CORSTAR HOLDINGS INC","10% Owner",18731,"Sale",109.92,5582,613579,6538454,NA
"7366","CRVL","CORSTAR HOLDINGS INC","10% Owner",18732,"Sale",110.88,3402,377221,6535052,NA
"7367","CRVL","CORSTAR HOLDINGS INC","10% Owner",18733,"Sale",112.62,3779,425591,6531273,NA
"7368","BLK","Wiedman Mark","Senior Managing Director",18733,"Sale",812.53,1725,1401609,7941,NA
"7369","TRGP","Perkins Joe Bob","Director",18731,"Sale",32.58,20000,651660,636798,NA
"7370","TRGP","Perkins Joe Bob","Director",18731,"Sale",32.57,10000,325712,470283,NA
"7371","BLK","Comerchero Marc D.","Principal Accounting Officer",18733,"Sale",808.38,600,485026,2008,NA
"7372","LUNG","French Glendon E. III","President and CEO",18732,"Sale",43.75,25000,1093856,1224884,NA
"7373","LUNG","French Glendon E. III","President and CEO",18732,"Sale",43.7,1000,43700,27571,NA
"7374","MMI","MARCUS GEORGE M","Director",18731,"Sale",35.48,22719,806000,14292486,NA
"7375","MMI","MARCUS GEORGE M","Director",18732,"Sale",35.64,7199,256605,14285287,NA
"7376","EXLS","Jetley Vivek","EVP and Head of Analytics",18731,"Option Exercise",0,1000,0,42573,NA
"7377","EXLS","Jetley Vivek","EVP and Head of Analytics",18731,"Sale",94.5,1000,94500,41573,NA
"7378","MMI","Phoenix Investments Holdings L","10% Owner",18731,"Sale",35.48,22719,806000,14292486,NA
"7379","MMI","Phoenix Investments Holdings L","10% Owner",18732,"Sale",35.64,7199,256605,14285287,NA
"7380","ZNGA","Siminoff Ellen F","Director",18732,"Sale",10.69,5000,53450,128087,NA
"7381","TTCF","Williamson Daniel James","Director",18732,"Buy",10,250000,2500000,257471,NA
"7382","URBN","Marein-Efron Melanie","Chief Financial Officer",18731,"Sale",37.43,3962,148304,5093,NA
"7383","TTCF","Galletti Salvatore","President and CEO",18732,"Sale",10,8e+05,8e+06,31266210,NA
"7384","SHYF","Adams Daryl M","President and CEO",18732,"Sale",37.97,15000,569560,441205,NA
"7385","AVAV","Conver Timothy E","Chairman of the Board",18731,"Sale",111.67,12500,1395889,316200,NA
"7386","ADBE","Parasnis Abhay","EVP, CTO, Document Cloud",18732,"Sale",524,4000,2096000,39746,NA
"7387","ASIX","Gramm Christopher","Controller",18733,"Sale",29.11,200,5822,40375,NA
"7388","FISV","Chiarello Guy","Chief Administrative Officer",18732,"Option Exercise",36.54,20000,730800,217375,NA
"7389","FISV","Chiarello Guy","Chief Administrative Officer",18732,"Sale",124.94,20000,2498800,197375,NA
"7390","NEM","Gottesfeld Stephen P","EVP and Chief S&EA Officer",18731,"Sale",62.38,4000,249520,113140,NA
"7391","HD","HOLIFIELD MARK","EVP-Supply Chain & Product Dev",18990,"Buy",266.07,83,22084,83,NA
"7392","PFSW","Butler James Joseph III","Executive Vice President",18731,"Option Exercise",0,12351,0,53809,NA
"7393","PFSW","MADDEN THOMAS J","CFO/Executive Vice President",18731,"Option Exercise",0,105504,0,363320,NA
"7394","PFSW","DelaCruz Stephanie","Chief Accounting Officer/VP",18731,"Option Exercise",0,24354,0,57457,NA
"7395","DXCM","Flynn Paul R","EVP, Global Revenue",18732,"Sale",400,758,303200,12306,NA
"7396","PFSW","Fuentes Mark","Senior Vice President & CIO",18731,"Option Exercise",0,35747,0,73505,NA
"7397","MKSI","BAGSHAW SETH H","Sr. VP, CFO & Treasurer",18732,"Sale",186.86,9000,1681710,19410,NA
"7398","HXL","Suever Catherine A","Director",18732,"Option Exercise",0,294,0,3635,NA
"7399","TEN","ICAHN CARL C","10% Owner",18731,"Sale",10.9,305611,3331160,11198081,NA
"7400","TEN","ICAHN CARL C","10% Owner",18732,"Sale",10.77,79164,852596,11118917,NA
"7401","STTK","Neill Andrew R","Chief Financial Officer",18732,"Sale",30.74,24000,737760,71103,NA
"7402","STTK","Thomson Erin Ator","General Counsel",18732,"Sale",30.77,7000,215390,100259,NA
"7403","ZI","Schuck Henry","Chief Executive Officer",18732,"Sale",47.81,262665,12557867,0,NA
"7404","ZI","Schuck Henry","Chief Executive Officer",18733,"Sale",47.16,137335,6476708,0,NA
"7405","CAG","McGough Thomas M","EVP & Co-COO",18733,"Option Exercise",27.46,50000,1373000,106341,NA
"7406","CAG","McGough Thomas M","EVP & Co-COO",18733,"Sale",37.51,50000,1875500,56341,NA
"7407","ONEM","Kennedy David P","Director",18736,"Sale",40.56,8334,338031,273003,NA
"7408","LOV","Canaan VIII LP","10% Owner",18732,"Sale",6.77,10000,67651,3152916,NA
"7409","LOV","Canaan VIII LP","10% Owner",18733,"Sale",6.71,10000,67140,3142916,NA
"7410","LOV","Canaan VIII LP","10% Owner",18736,"Sale",7.17,10000,71749,3132916,NA
"7411","EAR","Pardo Geoff","Director",18732,"Sale",48.17,18750,903188,3899941,NA
"7412","EAR","Pardo Geoff","Director",18733,"Sale",47.95,267,12803,3899674,NA
"7413","FLS","Burger Elizabeth","Chief Human Resources Officer",18733,"Option Exercise",0,710,0,18449,NA
"7414","EAR","Gilde Healthcare Holding B.V.","10% Owner",18732,"Sale",48.17,18750,903188,3899941,NA
"7415","EAR","Gilde Healthcare Holding B.V.","10% Owner",18733,"Sale",47.95,267,12803,3899674,NA
"7416","RPTX","Segal Lloyd Mitchell","President and CEO",18732,"Sale",35.01,5512,192975,142954,NA
